vulnerability_id,contextual_risk_score,priority_label,risk_level,key_risk_drivers,confidence_level
CVE-2025-69873,35.2,P2,High,"['S_cvss = 8.2/10 (intrinsic severity): Graph shows CVSS 8.2 with description ""Regular Expression Denial of Service (ReDoS)"", indicating high impact on availability if malicious inputs hit vulnerable validation paths.', 'S_exp = 8/10 (deployment exposure): Vulnerable npm package `ajv` is installed on multiple production, internet-facing runtime hosts:\n- `asset-push-001` (push-api, prod, internet-facing, data_classification=confidential, tier=mission-critical)\n- `asset-push-002` (push-registrar, prod, internet-facing, confidential, mission-critical)\n- `asset-push-003` (push-legacy-api, prod, internet-facing, confidential, critical)\nPlus partner-network exposure (`push-campaign-api`) and numerous internal prod workers. This puts the vulnerable code on paths reachable from the public internet and partner networks.\n[Assumption: ajv is used to validate untrusted request payloads in these Node-based services, which is typical for JSON APIs.]', 'S_crit = 9/10 (business criticality & data sensitivity): Affected services include:\n- `push-api` and `push-registrar` (criticality=mission-critical, revenue_impact=high, handles_pii=true) – core push notification and device registration APIs.\n- `push-gdpr-worker` (criticality=critical, data_classification=regulated, handles_pii=true) – GDPR deletion processing, tied to regulatory obligations.\n- `push-legacy-api` (criticality=critical, internet-facing) and `push-admin` (criticality=critical).\nOutage or instability in these components directly affects customer-facing notifications and compliance flows, implying high business impact even for availability-only issues.', 'S_exploit = 2/10 (exploit likelihood): ThreatSignal node for CVE-2025-69873 shows epss=0.00015, kevListed=false, publicExploit=false. There is currently no evidence of active exploitation or KEV inclusion, and statistical likelihood of exploitation is very low, so we treat exploitability as low despite the theoretical ease of triggering ReDoS once a vulnerable endpoint is identified.', 'S_blast = 8/10 (blast radius via dependencies & shared components): Services hosting vulnerable `ajv` instances sit in the center of a dense dependency graph:\n- `push-api` → `push-registrar`, `push-admin`, `push-infra-storage` (critical, handles_pii=true), and shared libraries (`push-shared-*`).\n- `push-registrar` → `push-admin`, `push-infra-storage`, shared access-control library.\n- `push-legacy-api` → `push-legacy-worker`, `push-infra-storage`.\n- `push-campaign-api` → `push-queue-worker`, infra stack `push-infra-external-api`, and shared libraries.\n- Multiple workers (`push-queue-worker`, `push-legacy-worker`, `push-status-worker`, `push-gdpr-worker`) further depend on shared components.\nA DoS condition in the front-line APIs would cascade to registration, storage, and worker pipelines, degrading the entire push platform and some GDPR flows, yielding a large operational blast radius.', 'Overall contextual judgment: Despite low observed exploit likelihood, the combination of (1) high intrinsic severity, (2) deployment on multiple prod internet-facing and partner-exposed services handling confidential/regulated data, and (3) central role of those services in a tightly coupled push-notification and GDPR ecosystem, results in a High contextual risk that warrants prioritized (but not emergency) remediation.']",0.8
CVE-2026-33750,36.2,P2,High,"['Score breakdown (0–10 each): S_cvss=8.7, S_exp=9, S_crit=9, S_exploit=1, S_blast=8.5 → S_priority=36.2/50.', 'Intrinsic severity (S_cvss=8.7): Vulnerability node has cvss=8.7 with description ""Infinite loop"", indicating a high-severity issue, likely enabling denial-of-service if the vulnerable code is reachable. (Assumption: primary impact is DoS, as no further impact detail is modeled in the graph.)', 'Deployment exposure (S_exp=9): The vulnerable npm package brace-expansion@1.1.11 is installed on at least 18 assets, including multiple production, internet-facing runtime hosts with confidential data, such as:\n- push-api-prod-001, push-registrar-prod-002, push-legacy-api-prod-003 (environment=prod, network_exposure=internet-facing, data_classification=confidential, tier=mission-critical/critical)\n- plus additional staging internet-facing hosts and numerous internal workers and shared libraries. This combination of prod + internet-facing + confidential/regulated data drives exposure close to maximum.', 'Business criticality (S_crit=9): Affected assets host several high-value services:\n- push-api and push-registrar: criticality=mission-critical, revenue_impact=high, handles_pii=true (front-door push APIs handling device registration data).\n- push-campaign-api: important, revenue_impact=medium, handles_pii=true.\n- push-gdpr-worker: critical, handles_pii=true, processes GDPR deletion under audit.\n- Other critical/important components (push-legacy-api, push-admin, push-legacy-worker, push-queue-worker, etc.).\nBecause the vulnerability is present across mission-critical, revenue-generating, and PII-processing services, overall business criticality is very high.', 'Exploit likelihood (S_exploit=1): ThreatSignal attached to this vulnerability shows epss=0.00024, kevListed=false, publicExploit=false. This indicates very low predicted exploitation probability and no known public or KEV-listed exploitation at this time, so exploit likelihood is scored near the minimum while not assuming zero risk.', 'Blast radius (S_blast=8.5):\n- The vulnerable package is installed not only on individual runtime hosts but also on internal npm-library assets such as push-shared-common and push-shared-configs.\n- Service metadata for push-shared-common describes it as a ""Shared internal npm library consumed by every push-service module,"" implying that a single vulnerable dependency is present across most of the push platform.\n- The dependency graph shows central services (push-api, push-registrar, push-legacy-api, push-campaign-api, workers) depending on shared and infra services (e.g., push-shared-common, push-shared-configs, push-shared-access-control, push-infra-storage, push-infra-external-api). A compromise or DoS condition in code paths using brace-expansion could therefore degrade a large portion of the push ecosystem simultaneously.\nGiven this widespread deployment and dense service-dependency topology, the potential blast radius is high, though slightly below maximum because current evidence points primarily to DoS rather than straightforward remote code execution.', 'Key assumptions and caveats: (1) The graph does not model exact code paths; the assessment assumes the infinite-loop condition is reachable via untrusted or semi-untrusted input in at least some affected services. (2) No signals of active exploitation or KEV listing are present; if that changes (EPSS spike, kevListed=true, publicExploit=true), S_exploit and overall priority should be revisited and likely raised to P1. (3) Risk evaluation is focused on this enterprise’s push-service environment as represented in the current graph; changes in deployment topology or data classification could alter scores.']",0.88
CVE-2026-27903,36.7,P2,High,"['Score breakdown (0–10 per dimension): S_cvss=8.7, S_exp=9, S_crit=9, S_exploit=1, S_blast=9 → S_priority=36.7/50.', 'The vulnerability (CVSS 8.7, ""Inefficient Algorithmic Complexity"") affects the npm package `minimatch` (versions 3.1.2 and 4.2.1) which is widely deployed across the push platform, including many production services.', 'High deployment exposure: minimatch with this CVE is present on at least 3 production, internet-facing runtime hosts with confidential data (assets asset-push-001, -002, -003 running push-api, push-registrar, push-legacy-api), plus multiple staging internet-facing hosts and numerous internal prod services, justifying S_exp≈9.', 'High business criticality: key affected services such as `push-api` and `push-registrar` are tagged mission-critical, have high revenue impact, are internet-facing, and set handles_pii=true; `push-gdpr-worker` runs on a regulated-data prod host and processes GDPR deletion requests. This supports S_crit≈9.', 'Large blast radius: the vulnerable package is installed on at least 17 assets across prod/staging/dev, including shared/internal components like `push-shared-common` that are consumed by many services. Service dependency data shows that mission-critical internet-facing APIs (push-api, push-registrar, push-legacy-api, push-campaign-api) depend on multiple other critical/supporting services and storage stacks (e.g., push-infra-storage, push-infra-external-api), leading to S_blast≈9.', 'Exploit likelihood is currently low per threat intel: ThreatSignal for CVE-2026-27903 has epss=0.00036, kevListed=false, publicExploit=false. This yields S_exploit≈1 and is the main factor preventing this from being a P1.', 'Overall contextual judgment: a severe but currently low-likelihood vulnerability in a core npm dependency, present in high-criticality, internet-facing, PII-handling production services with wide service dependency fan-out. This warrants High risk with P2 (aggressive near-term remediation) rather than immediate emergency response, assuming no change in EPSS/KEV/exploit status.']",0.9
CVE-2025-13465,20.2,P3,Medium contextual risk,"['S_cvss (intrinsic severity): 8.2/10 – high-severity prototype pollution vulnerability in npm package lodash 4.17.21.', 'S_exp (deployment exposure): 2/10 – vulnerability present on a single asset (asset-push-019) that is an internal AWS CI tool host (environment=dev, network_exposure=internal, data_classification=internal). No direct internet-facing exposure observed in the graph.', ""S_crit (business criticality): 5/10 – affected service push-deploy-stackman is tagged criticality='supporting', revenue_impact='low', handles_pii=false, but its description shows it is a CloudFormation deployment helper in the CI/CD pipeline for managing push-service AWS stacks, giving it moderate systemic importance despite low direct revenue/PII impact."", 'S_exploit (exploit likelihood): 1/10 – ThreatSignal for CVE-2025-13465 shows EPSS=0.00029 (very low), kevListed=false, publicExploit=false, indicating low near-term exploit probability.', 'S_blast (blast radius): 4/10 – currently affects one package (lodash 4.17.21) on one CI asset hosting one service, with no modeled service dependencies (no upstream/downstream services via DEPENDS_ON). However, compromise of this CI/CD helper could indirectly affect multiple AWS stacks it deploys, so blast radius is above minimal but still limited in the graph.', 'Overall priority score S_priority = 8.2 (cvss) + 2 (exp) + 5 (crit) + 1 (exploit) + 4 (blast) = 20.2 out of 50, mapped to P3 (scheduled remediation) using an assumed scale where 0–20=P4, 20–30=P3, 30–40=P2, >40=P1.', ""Assumptions: No additional assets or services use the vulnerable lodash version beyond what is modeled; CI/CD role increases criticality and blast-radius relative to its 'supporting' tag. If this CI environment has privileged access to production beyond what is modeled, real risk could be higher.""]",0.9
CVE-2026-44240,15.7,P4,Low,"['S_cvss(v) = 8.7/10 — Vulnerability node has cvss: 8.7 with description ""Allocation of Resources Without Limits or Throttling"", indicating intrinsically high technical severity if reachable and exploitable.', 'S_exp(v) ≈ 2/10 — Vulnerable package basic-ftp@5.0.5 (ecosystem: npm, supplier: NodePackageRegistry) is installed only on asset asset-push-019 (hostname: push-deploy-stackman-dev-019.push.internal) which is:\n  • environment: dev\n  • network_exposure: internal\n  • data_classification: internal\n  • kind/tier: ci-tool, supporting\nThis combination implies low external exposure and limited sensitive-data impact, so deployment exposure is low despite high CVSS.', 'S_crit(v) ≈ 2/10 — The affected asset hosts a single service push-deploy-stackman with:\n  • criticality: supporting\n  • revenue_impact: low\n  • handles_pii: false\nThis is a non-customer-facing CI/CD helper for managing AWS stacks for push-service; business and data criticality are low in the modeled environment.', 'S_exploit(v) ≈ 1/10 — Associated ThreatSignal for CVE-2026-44240 shows:\n  • epss: 0.0\n  • kevListed: false\n  • publicExploit: false\nThis indicates no known exploitation in the wild and negligible predicted exploitation likelihood; residual non-zero score (1/10) reflects uncertainty and possibility of future exploit development.', 'S_blast(v) ≈ 2/10 — Graph shows one affected asset and one hosted service, with:\n  • no downstream services: (push-deploy-stackman)-[:DEPENDS_ON]->() returned none\n  • no upstream dependencies: ()-[:DEPENDS_ON]->(push-deploy-stackman) returned none\nNo modeled service dependencies mean a compromise would be largely confined to this dev CI helper. Blast radius within the enterprise graph is therefore small.', 'Assumptions & scope — Assessment is limited to graph evidence: one dev, internally exposed CI-tool asset running basic-ftp. No other installations or external exposures are modeled. Under these assumptions, a high-CVSS issue is materially de-risked by low exposure, low business criticality, very low exploit likelihood, and minimal blast radius.', 'Score summary —\n  • S_cvss(v): 8.7\n  • S_exp(v): 2.0\n  • S_crit(v): 2.0\n  • S_exploit(v): 1.0\n  • S_blast(v): 2.0\n  ⇒ S_priority(v) = 8.7 + 2.0 + 2.0 + 1.0 + 2.0 = 15.7/50\nMapped to contextual priority: P4 (backlog/monitor) for this environment.']",0.9
CVE-2026-6357,14.1,P4,Low,"['Score breakdown (0–10 each, higher=worse): S_cvss=7.1 (intrinsic severity), S_exp=2 (deployment exposure), S_crit=2 (business criticality), S_exploit=1 (exploit likelihood), S_blast=2 (blast radius). Total S_priority = 14.1 / 50.', 'Intrinsic severity: CVSS 7.1 indicates a technically serious arbitrary code injection vulnerability (S_cvss=7.1).', ""Deployment exposure: Vulnerable package pip 24.0 is installed only on asset 'asset-push-021' (hostname 'push-build-deps-dev-dev-021.push.internal'), which is an internal, non-internet-facing dev asset (environment='dev', network_exposure='internal', data_classification='internal', tier='supporting'). This significantly limits real-world exposure (S_exp=2)."", ""Business criticality: The affected service 'push-build-deps-dev' is documented as top-level Python dev requirements for linters/testing/build helpers and is explicitly marked 'Not deployed', with criticality='supporting', revenue_impact='low', handles_pii=false. This implies low direct business/revenue and PII impact (S_crit=2)."", 'Exploit likelihood: Threat intelligence for this CVE shows epss=0.00016 (very low exploit probability), kevListed=false, publicExploit=false. There is currently no signal of active exploitation or weaponized public exploit (S_exploit=1).', 'Blast radius: Only a single dev asset and a single supporting dev-only service are affected, with no upstream or downstream service dependencies (no :DEPENDS_ON edges). Compromise would be largely contained to this build-deps/dev tooling context (S_blast=2).', 'Overall assessment: Despite a high CVSS, the combination of dev-only, internal, low-criticality service, no PII, no internet exposure, and very low exploit intelligence leads to a low contextual risk. Monitoring and addressing during routine dev/tooling updates is appropriate; immediate emergency remediation is not justified given current evidence.']",0.9
CVE-2024-56201,15.8,P4,Low,"['Contextual scoring: S_cvss=8.8 (intrinsic severity), S_exp=2 (dev, internal-only asset), S_crit=2 (supporting, non-PII, low revenue service), S_exploit=1 (low EPSS, no KEV, no public exploit), S_blast=2 (single dev asset, no dependent services) → S_priority ≈ 15.8/50.', 'High intrinsic severity (CVSS 8.8) for an Improper Neutralization vulnerability in pip package jinja2 v3.1.3 (supplier: PythonPackageIndex), indicating that if reached, impact could be significant.', ""Vulnerable package is installed only on asset 'asset-push-021' (kind: pip-dev-requirements) in environment 'dev', with 'internal' network exposure and 'internal' data classification, which substantially limits real-world exposure."", ""Asset hosts service 'push-build-deps-dev', described as top-level Python dev requirements for linters/testing/build helpers and explicitly marked 'Not deployed', with service criticality 'supporting', revenue_impact 'low', and handles_pii=false — business impact of compromise is low."", 'Threat intelligence is weak: EPSS=0.00423, kevListed=false, publicExploit=false for CVE-2024-56201, suggesting low near-term exploit likelihood under current conditions.', ""Blast radius is limited: only one internal dev asset is affected, the hosted service has no recorded :DEPENDS_ON downstream services, and the asset tier is 'supporting', so compromise is unlikely to cascade into critical production systems."", 'Assessment assumes the graph fully reflects all installations of jinja2 3.1.3; if the package is later found on internet-exposed or production assets, S_exp, S_crit, and S_blast — and thus priority — would need to be revised upward.']",0.9
CVE-2023-25345,17.5,P4,Low,"['Score breakdown (0–10 per dimension, max 50 overall): S_cvss=7.5, S_exp=3, S_crit=3, S_exploit=1, S_blast=3 → S_priority=17.5/50.', ""Vulnerability context: CVE-2023-25345 is modeled as a Vulnerability node with cvss=7.5 and description='Arbitrary File Read', affecting npm package 'swig-templates' version 2.0.3 (ecosystem='npm', supplier='NodePackageRegistry')."", ""Deployment exposure (S_exp=3/10): The vulnerable package is installed on a single Asset 'asset-push-019' (kind='ci-tool', cloud_provider='aws', environment='dev', network_exposure='internal', data_classification='internal', tier='supporting'). Non‑internet‑exposed, dev, internal data → low-to-moderate exposure scored at 3/10."", ""Business criticality (S_crit=3/10): The affected Service 'push-deploy-stackman' hosted on this asset has criticality='supporting', revenue_impact='low', handles_pii=false and acts as a CloudFormation deployment helper in the CI/CD pipeline for push-service AWS stacks. Given supporting role, low revenue impact, no PII, and dev environment, business criticality is low (3/10)."", 'Exploit likelihood (S_exploit=1/10): ThreatSignal for this CVE has epss=0.00433, kevListed=false, publicExploit=false. This low EPSS (<0.01) with no KEV listing and no public exploit maps to a very low exploit-likelihood score of 1/10.', 'Blast radius (S_blast=3/10): Only one dev CI asset is affected, hosting a single supporting service with no modeled downstream Service dependencies (DEPENDS_ON edges = []). This constrains the modeled blast radius. Some additional concern exists because it is CI tooling that manages AWS stacks, but within a dev, internally classified context; overall blast radius is kept low at 3/10.', ""Assumptions and confidence: Assessment assumes this dev CI environment primarily manages non‑production stacks, consistent with Asset.environment='dev' and data_classification='internal'. If this tooling has credentials or roles that can materially impact production accounts, S_crit and S_blast would need to be revisited upward. Given the explicit asset, service, and threat-signal data, confidence in this low-priority rating is moderately high.""]",0.8
CVE-2026-24049,14.7,P4,Low,"[""Vulnerability details: Directory Traversal in Python package 'wheel' 0.43.0 with CVSS 7.7 (inherently high severity at the component level)."", ""Deployment context: Observed only in a single dev asset (asset-push-021) in AWS with environment='dev', network_exposure='internal', data_classification='internal', tier='supporting'."", ""Business criticality: The affected service 'push-build-deps-dev' is explicitly described as dev-only build/test helpers, not deployed to production, marked as criticality='supporting', revenue_impact='low', handles_pii=false."", 'Exploit likelihood: ThreatSignal node shows very low EPSS (0.00013), kevListed=false, publicExploit=false, indicating low near-term exploitation probability.', 'Blast radius: Only one internal dev asset and one supporting dev service involved, with no upstream or downstream service dependencies, limiting potential impact to localized dev tooling disruption.']",0.9
CVE-2020-7660,34.1,P2,High,"['Score breakdown: S_cvss=8.1, S_exp=6.5, S_crit=8.5, S_exploit=3.0, S_blast=8.0 (all on 0–10 scale; total S_priority=34.1/50).', ""Graph evidence – vulnerability & package: CVE-2020-7660 node has cvss=8.1 and description 'Arbitrary Code Injection'. It exists in npm package 'serialize-javascript' version 6.0.0 (Package ecosystem=npm, supplier=NodePackageRegistry)."", 'Deployment exposure (S_exp≈6.5): The vulnerable package is installed on two assets: (1) asset-push-016 (environment=prod, network_exposure=internal, data_classification=internal, tier=supporting, kind=npm-internal-library); (2) asset-push-018 (environment=dev, network_exposure=internal, data_classification=internal, kind=developer-cli). No directly internet-exposed asset is linked to this CVE, but one affected prod asset underpins production services, so overall exposure is moderate, not low.', ""Business criticality (S_crit≈8.5): The vulnerable package supports two services it is directly hosted with: 'push-shared-configs' (prod, criticality=supporting, revenue_impact=low, handles_pii=false) and 'push-cli-tool' (dev, supporting, revenue_impact=low, handles_pii=false). Critically, 'push-shared-configs' is a dependency for three higher-value services: 'push-api' (criticality=mission-critical, revenue_impact=high, handles_pii=true, description explicitly notes it is production-critical and internet-facing, processing device registration data), 'push-campaign-api' (criticality=important, revenue_impact=medium, handles_pii=true), and 'push-admin' (criticality=critical, revenue_impact=low, handles_pii=false, internal-only). This makes the configuration library a choke point for multiple business- and PII-critical services, driving business criticality high despite the library itself being classified as supporting."", 'Exploit likelihood (S_exploit≈3.0): ThreatSignal attached to CVE-2020-7660 shows epss=0.02901 (≈2.9%), kevListed=false, publicExploit=false. This indicates relatively low current exploitation in the wild and no inclusion in KEV or known public exploit tooling, so exploit likelihood is assessed as low-to-moderate rather than high.', ""Blast radius (S_blast≈8.0): The CVE affects at least two assets (one prod, one dev). More importantly, the prod service 'push-shared-configs' that uses the vulnerable package is a dependency of three services including 'push-api', which is an internet-facing, mission-critical, high-revenue, PII-handling API, plus 'push-campaign-api' and 'push-admin'. Compromise of the shared-configs component could therefore impact configuration integrity or behavior across the entire push-service platform, with potential effects on customer-facing notification delivery and PII handling. This transitive dependency pattern yields a large potential blast radius even though the directly affected hosts are internally exposed."", 'CVSS / intrinsic severity (S_cvss=8.1): The vulnerability is modeled with cvss=8.1 in the graph, consistent with a high-severity arbitrary code injection issue in a JavaScript serialization library. This reflects a high impact and typically network-reachable attack surface in applications that use this library unsafely.', ""Key assumptions: (1) The graph’s linkage of CVE-2020-7660 to serialize-javascript@6.0.0 is treated as accurate, even though external advisories may target specific older versions; (2) 'push-api' and 'push-campaign-api' actually invoke code paths in 'push-shared-configs' that rely on serialize-javascript in ways that could be attacker-controlled (not explicitly modeled in the graph); (3) Internal-only network exposure on the hosting assets limits direct remote access, but the internet-facing nature and PII handling of dependent services still make a compromise of shared configuration a high-impact event if the vulnerability is reachable via application flows.""]",0.8
CVE-2026-31958,13.7,P4,Low,"['Dimension scores (0–10 each): S_cvss=8.7, S_exp=2.0, S_crit=1.5, S_exploit=0.5, S_blast=1.0 ⇒ S_priority=13.7/50.', 'Vulnerability context: CVE-2026-31958 on pip package tornado 6.4 (cvss=8.7, Allocation of Resources Without Limits or Throttling – primarily availability impact).', 'Deployment exposure (S_exp≈2.0): Observed only on asset asset-push-021 in AWS dev environment; asset network_exposure=""internal"" and data_classification=""internal"". No indication of Internet-facing access; exposure limited to internal/dev users.', 'Business criticality (S_crit≈1.5): Asset tier=""supporting"" and hosted service push-build-deps-dev has criticality=""supporting"", revenue_impact=""low"", handles_pii=false, and is documented as ""Top-level Python dev requirements... Not deployed."" Business/customer impact from exploitation is minimal and mostly limited to developer productivity or CI noise.', 'Exploit likelihood (S_exploit≈0.5): ThreatSignal shows epss=0.00027 (very low), kevListed=false, publicExploit=false, indicating currently low probability of real-world exploitation pressure.', 'Blast radius (S_blast≈1.0): Only a single dev asset and a single non-customer-facing, non-transitively-dependent service identified; no downstream Service dependencies, so impact is localized with no cascading effects across production or revenue-generating systems.', 'Priority interpretation: Using a 0–50 scale where P1≥40, P2=30–39.9, P3=20–29.9, P4<20, this dev-only, internally exposed, low-likelihood vuln with limited blast radius falls into P4 (monitor/backlog rather than urgent remediation).']",0.9
CVE-2024-52804,12.0,P4,Low,"[""S_cvss (Vulnerability Severity): 7.5/10 — Graph shows CVSS 7.5 with description 'Regular Expression Denial of Service (ReDoS)' on package tornado 6.4 (pip). Impact is availability-only (ReDoS), not code execution or data breach."", ""S_exp (Deployment Exposure): 1.0/10 — tornado 6.4 is installed only on asset 'asset-push-021' (hostname push-build-deps-dev-dev-021.push.internal), which is an AWS dev environment host with network_exposure='internal' and data_classification='internal'. No internet-facing or production deployment; service description explicitly says 'Not deployed.'"", ""S_crit (Business Criticality): 1.5/10 — The affected service 'push-build-deps-dev' is marked criticality='supporting', revenue_impact='low', handles_pii=false, and is documented as top-level Python dev requirements (linters/testing/build helpers). This is supporting dev tooling with negligible direct business or revenue impact and no PII."", 'S_exploit (Exploit Likelihood): 1.0/10 — ThreatSignal node for CVE-2024-52804 shows epss=0.00148 (very low), kevListed=false, publicExploit=false. Current threat intelligence indicates low likelihood of exploitation in the wild.', ""S_blast (Blast Radius): 1.0/10 — Only a single dev asset is linked via (Vulnerability)-[:EXISTS_IN]->(Package 'tornado')->[:INSTALLED_ON]->(Asset 'asset-push-021'). That asset hosts a single non-deployed dev service 'push-build-deps-dev'. Dependency analysis shows no upstream or downstream Service [:DEPENDS_ON] relationships, so compromise would be confined to one internal dev host and one isolated dev service."", 'Contextual conclusion: Although the intrinsic CVSS is relatively high due to a DoS condition (7.5), the real-world enterprise risk is substantially reduced by the dev-only, internal, non-PII, low-criticality context and tiny blast radius. Composite score S_priority = 7.5 (cvss) + 1.0 (exp) + 1.5 (crit) + 1.0 (exploit) + 1.0 (blast) = 12.0/50, mapped to Low risk and Priority P4 (backlog/monitor) in this environment.']",0.85
CVE-2025-62727,16.7,P4,Low,"[""Intrinsic severity (S_cvss=8.7/10): CVE-2025-62727 is modeled as a Regular Expression Denial of Service (ReDoS) in the Python package 'starlette' v0.37.2 with CVSS 8.7 in the graph, indicating a technically serious DoS-focused issue."", ""Deployment exposure (S_exp≈2/10): In the enterprise graph this vulnerability appears only via package 'starlette' on a single asset 'asset-push-021' (environment=dev, network_exposure=internal, data_classification=internal, tier=supporting), implying non‑internet‑facing, dev‑only, internal data exposure."", 'Business criticality (S_crit≈2/10): The affected service \'push-build-deps-dev\' hosted on this asset is tagged criticality=\'supporting\', revenue_impact=\'low\', handles_pii=false, and described as a dev requirements helper that is ""Not deployed"" to production, so direct business/revenue impact from a DoS is limited.', 'Exploit likelihood (S_exploit≈2/10): Associated ThreatSignal shows epss=0.00398, kevListed=false, publicExploit=false, which corresponds to a very low near-term probability of exploitation in the wild despite the high CVSS base score.', 'Blast radius (S_blast≈2/10): The graph shows one affected asset and a single supporting dev service, with no higher-tier or customer-facing services linked from this node in the available data; this constrains the observable blast radius primarily to developer tooling rather than production workloads.', 'Score breakdown and interpretation: S_cvss=8.7, S_exp=2, S_crit=2, S_exploit=2, S_blast=2 → S_priority≈16.7/50. High intrinsic technical severity is substantially moderated by dev-only, internal, low-criticality deployment and low exploit likelihood, leading to a low contextual risk that fits backlog/monitor remediation rather than urgent action, assuming the graph is complete for this package.', ""Key assumption: The assessment assumes the knowledge graph accurately captures all installations of vulnerable 'starlette' versions; if additional prod or internet-facing services using this package exist outside the modeled environment, both blast radius and deployment exposure would be underestimated and the true priority could be higher.""]",0.7
CVE-2026-41324,16.7,P4,Low,"['Score breakdown (0–10 each): S_cvss=8.7, S_exp=3, S_crit=2, S_exploit=1, S_blast=2  → S_priority ≈ 16.7 / 50.', 'Intrinsic severity (S_cvss=8.7/10): Vulnerability node shows CVSS 8.7 with description ""Allocation of Resources Without Limits or Throttling"", indicating a high-severity resource exhaustion / DoS-style issue in the affected component.', 'Deployment exposure (S_exp≈3/10): Vulnerable package basic-ftp 5.0.5 (npm) is installed only on Asset asset-push-019 (hostname push-deploy-stackman-dev-019.push.internal), which is:\n- environment: dev\n- network_exposure: internal\n- data_classification: internal\n- kind: ci-tool, tier: supporting\nThis points to limited exposure (internal CI in dev, not internet-facing, no sensitive data), hence a low–moderate exposure score.', 'Business criticality (S_crit≈2/10): The affected Service push-deploy-stackman hosted on this asset has:\n- criticality: supporting\n- revenue_impact: low\n- handles_pii: false\nImpact is mainly on CI/CD convenience for push-service stacks, with low direct revenue or PII risk, so business criticality is low.', 'Exploit likelihood (S_exploit≈1/10): ThreatSignal for CVE-2026-41324 shows:\n- epss: 0.00055 (very low predicted exploitation probability)\n- kevListed: false (not in KEV)\n- publicExploit: false (no known public exploit in this dataset)\nCombined, this yields a very low exploit-likelihood score.', 'Blast radius (S_blast≈2/10): Graph shows a single affected asset (asset-push-019) hosting a single service (push-deploy-stackman) with:\n- no outgoing DEPENDS_ON relationships\n- no incoming DEPENDS_ON relationships\nSo compromise is localized to one dev CI tool with no modeled dependent production or customer-facing services, resulting in a small blast radius.', 'Resulting priority: Despite high intrinsic severity, low exposure (dev/internal), low business criticality, very low exploit likelihood, and minimal blast radius produce a low contextual risk (16.7/50). This aligns with a P4 (backlog/monitor) priority: remediate as part of normal backlog work and monitor for changes in EPSS, KEV listing, internet exposure, or new dependencies involving this CI service.']",0.87
CVE-2026-32597,15.7,P4,Low,"['Score breakdown (0–10 each): S_cvss=8.7 (high intrinsic severity – Improper Verification of Cryptographic Signature), S_exp=2 (asset is internal-only, environment=dev, data_classification=internal, network_exposure=internal), S_crit=2 (service criticality=supporting, revenue_impact=low, handles_pii=false), S_exploit=1 (ThreatSignal.epss=0.00013, kevListed=false, publicExploit=false), S_blast=2 (single dev asset and supporting test-dependency service, no dependent services).', 'Context from graph: CVE-2026-32597 exists in Package pyjwt 2.8.0 (ecosystem=pip, supplier=PythonPackageIndex, spdx_id=SPDXRef-pyjwt-2-8-0). This package is installed on Asset asset-push-023 (hostname=push-cli-test-deps-dev-023.push.internal, cloud_provider=aws, environment=dev, network_exposure=internal, data_classification=internal, tier=supporting, kind=pip-test-requirements, owner_team=push-platform-team). The asset hosts Service push-cli-test-deps, described as “Python dependencies for the operator CLI integration tests,” with criticality=supporting, revenue_impact=low, handles_pii=false, and no outgoing DEPENDS_ON relationships (no downstream services).', 'Threat intelligence from graph: A ThreatSignal node linked to CVE-2026-32597 reports epss=0.00013, kevListed=false, publicExploit=false. This indicates extremely low modeled exploit probability, not currently in CISA KEV, and no known public exploit, substantially reducing near-term exploit likelihood despite the high CVSS score.', 'Risk interpretation: In this environment the vulnerability affects only a dev, internal, supporting test-dependency service with no PII and low revenue impact, and with no modeled exploitation in the wild. The blast radius is limited to a single dev asset and non-critical service. As a result, the contextual enterprise risk is low, and this instance can be treated as low-priority technical debt to address during routine dependency updates, while monitoring for any change in deployment (e.g., pyjwt 2.8.0 moving into prod or internet-facing services) or new threat intelligence (KEV listing or public exploit release).']",0.88
